Date,gross_return,long_contribution,short_contribution,market_return,turnover,transaction_cost,net_return,K
2025-04-21,-0.00266495025,0.01154106725,-0.014206017500000001,0.025747084750000003,0.0,0.0,-0.00266495025,2
2025-04-22,0.012594418,0.016061162,-0.0034667439999999995,0.019527906,0.0,0.0,0.012594418,2
2025-04-23,0.0085429005,0.01537903,-0.0068361294999999996,0.022215159499999998,0.0,0.0,0.0085429005,2
2025-04-24,0.01621665625,0.014964681,0.00125197525,0.01371270575,0.0,0.0,0.01621665625,2
2025-04-25,-0.007017951875,-0.007218515,0.00020056312499999997,-0.007419078125,0.0,0.0,-0.007017951875,2
2025-04-28,-0.0008513524249999999,-3.371400000000001e-05,-0.0008176384249999999,0.0007839244249999999,0.0,0.0,-0.0008513524249999999,2
2025-04-29,0.006399232,-0.0023521665,0.0087513985,-0.011103565,0.5,0.0005,0.005899232000000001,2
2025-04-30,0.007435052175,0.010110016,-0.002674963825,0.012784979824999999,0.5,0.0005,0.0069350521749999994,2
2025-05-01,-0.0011511030750000002,0.01070471475,-0.011855817825,0.022560532575,0.5,0.0005,-0.0016511030750000003,2
2025-05-02,0.0047676144,-0.001210407275,0.005978021675,-0.00718842895,0.0,0.0,0.0047676144,2
2025-05-05,-0.00121311355,-0.00210700605,0.0008938925,-0.0030008985500000005,0.5,0.0005,-0.00171311355,2
2025-05-06,0.004353200325000001,0.004904371750000001,-0.0005511714250000001,0.005455543175000001,0.5,0.0005,0.0038532003250000006,2
2025-05-07,-0.00582147475,0.0054513145,-0.01127278925,0.01672410375,0.5,0.0005,-0.00632147475,2
2025-05-08,-0.014936619525,-0.00021711352500000019,-0.014719506,0.014502392475,0.5,0.0005,-0.015436619525,2
2025-05-09,0.008221186250000002,0.02939560875,-0.021174422499999998,0.05057003125,0.0,0.0,0.008221186250000002,2
2025-05-12,0.015153137730000002,0.0157734499,-0.00062031217,0.016393762069999998,1.0,0.001,0.014153137730000001,2
2025-05-13,0.01968446525,0.019561329,0.00012313625000000012,0.019438192749999996,0.0,0.0,0.01968446525,2
2025-05-14,-0.006172777275,-0.00307361075,-0.003099166525,2.555577499999996e-05,0.0,0.0,-0.006172777275,2
2025-05-15,0.004726053775,0.00445704675,0.00026900702499999994,0.004188039725,0.0,0.0,0.004726053775,2
2025-05-16,0.0022833032999999997,0.0008403592999999999,0.0014429439999999998,-0.0006025847,0.0,0.0,0.0022833032999999997,2
2025-05-19,-0.00116826515,-0.00603728325,0.0048690181,-0.01090630135,0.5,0.0005,-0.00166826515,2
2025-05-20,0.005883438175,0.0021827210000000003,0.003700717175,-0.0015179961749999997,0.0,0.0,0.005883438175,2
2025-05-21,0.0037661587,0.0025230128750000002,0.001243145825,0.0012798670500000003,0.5,0.0005,0.0032661587,2
2025-05-22,-0.0074832973099999995,-0.011072480249999999,0.0035891829400000004,-0.014661663189999998,0.0,0.0,-0.0074832973099999995,2
2025-05-23,-0.010535347750000002,0.012898456749999999,-0.023433804500000002,0.03633226125,0.5,0.0005,-0.011035347750000002,2
2025-05-27,0.003117558175,-0.000518630775,0.00363618895,-0.004154819725,0.0,0.0,0.003117558175,2
2025-05-28,-0.0029542417,-0.0013114735,-0.0016427682000000002,0.0003312947000000001,0.0,0.0,-0.0029542417,2
2025-05-29,0.0083539845375,0.0009506945375000001,0.00740329,-0.0064525954625,0.0,0.0,0.0083539845375,2
2025-05-30,-0.001097802425000001,0.005220618575,-0.006318421000000001,0.011539039575,0.5,0.0005,-0.001597802425000001,2
2025-06-02,0.0059617165,0.00893386975,-0.00297215325,0.011906023,0.5,0.0005,0.0054617165,2
2025-06-03,0.013172324450000002,0.0006857707000000001,0.01248655375,-0.011800783050000001,0.0,0.0,0.013172324450000002,2
2025-06-04,0.034336902425,-0.002461439925,0.03679834235,-0.039259782275,0.5,0.0005,0.033836902425,2
2025-06-05,-0.0029286357500000002,0.01222928475,-0.0151579205,0.027387205249999998,0.0,0.0,-0.0029286357500000002,2
2025-06-06,-0.014831278425,-0.0017685220000000002,-0.013062756424999999,0.011294234424999999,0.5,0.0005,-0.015331278425,2
2025-06-09,-0.01899836665,0.0005462823499999999,-0.019544648999999997,0.02009093135,0.0,0.0,-0.01899836665,2
2025-06-10,-0.005829212875,-0.003895995625,-0.0019332172499999995,-0.001962778375,0.5,0.0005,-0.006329212875,2
2025-06-11,0.0031546185500000005,0.0038342800000000002,-0.00067966145,0.00451394145,0.0,0.0,0.0031546185500000005,2
2025-06-12,-0.0071554062499999994,-0.0054925700000000004,-0.0016628362499999999,-0.0038297337500000006,0.0,0.0,-0.0071554062499999994,2
2025-06-13,-0.0033407384,0.00470722575,-0.00804796415,0.012755189900000002,0.0,0.0,-0.0033407384,2
2025-06-16,-0.00571383,-0.0040766205,-0.0016372094999999999,-0.0024394110000000003,0.0,0.0,-0.00571383,2
2025-06-17,0.0046515084499999994,0.00235171075,0.0022997977,5.191305000000002e-05,0.0,0.0,0.0046515084499999994,2
2025-06-18,0.0056295730000000006,0.00414266375,0.00148690925,0.0026557544999999995,0.0,0.0,0.0056295730000000006,2
2025-06-20,-0.009068490300000003,0.0050597266999999994,-0.014128217000000002,0.0191879437,1.0,0.001,-0.010068490300000003,2
2025-06-23,0.022075648,0.008582217999999999,0.01349343,-0.004911212000000002,0.0,0.0,0.022075648,2
2025-06-24,0.021354509874999997,0.0119368555,0.009417654374999999,0.0025192011249999995,0.0,0.0,0.021354509874999997,2
2025-06-25,0.004433524175,0.00681978325,-0.002386259075,0.009206042325,0.5,0.0005,0.003933524175,2
2025-06-26,0.009466050825,0.006429689075000001,0.00303636175,0.0033933273250000007,0.0,0.0,0.009466050825,2
2025-06-27,0.005743260325000001,-0.0024797489249999997,0.00822300925,-0.010702758175,0.0,0.0,0.005743260325000001,2
2025-06-30,0.0067530146,-0.0032472364000000003,0.010000251000000002,-0.0132474874,0.0,0.0,0.0067530146,2
2025-07-01,-0.013069704075,0.0034931679250000004,-0.016562872,0.020056039924999998,0.0,0.0,-0.013069704075,2
2025-07-02,0.0028395484000000005,0.005190865375,-0.002351316975,0.007542182349999999,0.0,0.0,0.0028395484000000005,2
2025-07-03,0.01502504225,-0.004376841,0.01940188325,-0.02377872425,0.0,0.0,0.01502504225,2
2025-07-07,-0.00799346755,0.0022280707,-0.010221538249999999,0.01244960895,0.5,0.0005,-0.00849346755,2
2025-07-08,0.01044241835,0.00796844575,0.0024739726,0.005494473150000001,0.0,0.0,0.01044241835,2
2025-07-09,-0.013438458124999999,0.0008646193750000001,-0.014303077499999999,0.015167696875,0.0,0.0,-0.013438458124999999,2
2025-07-10,-0.0018578096249999999,0.002166538,-0.004024347625,0.006190885625,0.0,0.0,-0.0018578096249999999,2
2025-07-11,-0.0008703679150000002,-0.0014375191650000002,0.00056715125,-0.002004670415,0.0,0.0,-0.0008703679150000002,2
2025-07-14,0.018538453250000003,0.011493982750000001,0.0070444705,0.004449512250000001,0.0,0.0,0.018538453250000003,2
2025-07-15,-0.0063721694625000005,0.0008824330375,-0.0072546025,0.0081370355375,0.0,0.0,-0.0063721694625000005,2
2025-07-16,0.008410292074999999,0.0053840997499999994,0.003026192325,0.0023579074249999994,0.0,0.0,0.008410292074999999,2
2025-07-17,-0.0009640241499999994,-0.00165873865,0.0006947145000000005,-0.0023534531500000004,0.0,0.0,-0.0009640241499999994,2
2025-07-18,-0.00125847965225,-0.00148864655225,0.00023016690000000005,-0.0017188134522500003,0.0,0.0,-0.00125847965225,2
2025-07-21,-0.012582080124999999,-0.00869331575,-0.003888764375,-0.004804551375,0.0,0.0,-0.012582080124999999,2
2025-07-22,0.0023692756000000003,0.005909611625,-0.003540336025,0.00944994765,0.0,0.0,0.0023692756000000003,2
2025-07-23,0.0253457715,0.006809012000000001,0.0185367595,-0.011727747499999998,0.0,0.0,0.0253457715,2
2025-07-24,-0.0068914279,0.001039529275,-0.007930957175000001,0.00897048645,0.0,0.0,-0.0068914279,2
2025-07-25,-0.005799101899999999,0.00409409535,-0.00989319725,0.0139872926,0.0,0.0,-0.005799101899999999,2
2025-07-28,-0.0015793334999999998,-0.0017196932499999999,0.0001403597500000001,-0.0018600530000000004,0.0,0.0,-0.0015793334999999998,2
2025-07-29,0.00953423075,0.00568259775,0.003851633,0.0018309647499999996,0.0,0.0,0.00953423075,2
2025-07-30,0.016936585450000003,0.00791628775,0.0090202977,-0.0011040099499999997,0.0,0.0,0.016936585450000003,2
2025-07-31,-0.0011805262500000002,-0.01023308025,0.009052554,-0.019285634250000003,0.0,0.0,-0.0011805262500000002,2
2025-08-01,0.00993484335,0.010235804349999999,-0.00030096099999999976,0.010536765349999998,0.5,0.0005,0.00943484335,2
2025-08-04,-0.00220611185,-0.00294534085,0.000739229,-0.00368456985,0.0,0.0,-0.00220611185,2
2025-08-05,0.006993674774999999,0.01435349985,-0.0073598250750000005,0.021713324925,0.0,0.0,0.006993674774999999,2
2025-08-06,0.009299665075,0.00982947775,-0.0005298126750000001,0.010359290424999999,0.0,0.0,0.009299665075,2
2025-08-07,0.005527943125,0.013258625250000001,-0.007730682125000001,0.020989307375000002,0.0,0.0,0.005527943125,2
2025-08-08,0.0004251913749999997,-0.002960113475,0.0033853048499999996,-0.006345418324999999,0.5,0.0005,-7.480862500000031e-05,2
2025-08-11,-0.004164426000000001,0.00442094,-0.008585366,0.013006306,0.5,0.0005,-0.004664426000000001,2
2025-08-12,-0.005455291499999999,-0.00513178175,-0.00032350974999999964,-0.004808271999999999,0.5,0.0005,-0.0059552914999999994,2
2025-08-13,0.002177071125,0.002322878575,-0.00014580745,0.002468686025,0.0,0.0,0.002177071125,2
2025-08-14,-0.004487505225,-0.003261628,-0.0012258772250000002,-0.002035750775,0.5,0.0005,-0.004987505224999999,2
2025-08-15,0.00583203645,0.0006857778499999999,0.0051462586,-0.004460480750000001,0.0,0.0,0.00583203645,2
2025-08-18,-0.008756341575,-0.0122933445,0.0035370029250000002,-0.015830347425,0.0,0.0,-0.008756341575,2
2025-08-19,-0.0036602718250000003,-0.002327788575,-0.0013324832500000003,-0.0009953053250000002,0.0,0.0,-0.0036602718250000003,2
2025-08-20,0.00034912959999999966,-0.0009204981,0.0012696276999999998,-0.0021901257999999996,0.0,0.0,0.00034912959999999966,2
2025-08-21,-0.004216051,0.00578300325,-0.00999905425,0.015782057500000002,0.0,0.0,-0.004216051,2
2025-08-22,-0.004786406725,0.0010924493500000002,-0.005878856075,0.006971305425,0.5,0.0005,-0.005286406725,2
2025-08-25,-0.001473129625,0.0016244954999999998,-0.0030976251249999996,0.0047221206249999995,0.0,0.0,-0.001473129625,2
2025-08-26,0.0007527774249999996,0.002106587425,-0.0013538100000000002,0.003460397425,0.0,0.0,0.0007527774249999996,2
2025-08-27,0.0007204407499999997,-0.0005378534000000002,0.00125829415,-0.00179614755,0.0,0.0,0.0007204407499999997,2
2025-08-28,-0.010754666000000003,-0.017431947500000003,0.0066772815,-0.024109229000000003,0.5,0.0005,-0.011254666000000003,2
2025-08-29,-0.0016633410500000003,-0.00416546255,0.0025021215,-0.0066675840500000005,0.0,0.0,-0.0016633410500000003,2
2025-09-02,0.005714073974999999,0.0032445976,0.002469476375,0.0007751212249999997,0.0,0.0,0.005714073974999999,2
2025-09-03,0.00017402404999999985,0.004591091,-0.00441706695,0.009008157950000002,0.0,0.0,0.00017402404999999985,2
2025-09-04,0.014715941750000003,0.016756022500000002,-0.00204008075,0.01879610325,0.0,0.0,0.014715941750000003,2
2025-09-05,0.0028771027,0.0011322588249999999,0.001744843875,-0.0006125850500000004,0.5,0.0005,0.0023771027,2
2025-09-08,0.007378229199999999,0.009610288625,-0.0022320594250000002,0.01184234805,0.0,0.0,0.007378229199999999,2
2025-09-09,-0.003216752,0.0015539407499999998,-0.00477069275,0.006324633499999999,0.5,0.0005,-0.003716752,2
2025-09-10,-0.01094956125,0.0033601207,-0.01430968195,0.01766980265,0.0,0.0,-0.01094956125,2
2025-09-11,-0.013126927957500001,0.0053078786,-0.0184348065575,0.0237426851575,0.0,0.0,-0.013126927957500001,2
2025-09-12,-0.00661579024,0.00271057606,-0.0093263663,0.012036942359999999,0.0,0.0,-0.00661579024,2
2025-09-15,-0.01475005725,-0.00250508475,-0.0122449725,0.00973988775,0.0,0.0,-0.01475005725,2
2025-09-16,-0.009523734150000001,-0.005679838825,-0.003843895325,-0.0018359435,0.0,0.0,-0.009523734150000001,2
2025-09-17,0.011115247075000001,0.007573975250000001,0.003541271825,0.004032703425000001,0.5,0.0005,0.010615247075,2
2025-09-18,0.011350708825,0.0086181665,0.002732542325,0.005885624175,0.0,0.0,0.011350708825,2
2025-09-19,0.01759102695,0.02059449525,-0.0030034682999999997,0.02359796355,0.5,0.0005,0.01709102695,2
2025-09-22,-0.008157734900000001,-0.008663794150000001,0.0005060592499999995,-0.0091698534,0.0,0.0,-0.008157734900000001,2
2025-09-23,-0.0154118431,-0.00412871725,-0.011283125849999999,0.007154408599999999,0.0,0.0,-0.0154118431,2
2025-09-24,0.01424094075,0.0055354085,0.008705532249999998,-0.003170123749999999,0.0,0.0,0.01424094075,2
2025-09-25,-0.0142381515,-0.0006688367500000001,-0.01356931475,0.012900478,0.0,0.0,-0.0142381515,2
2025-09-26,0.004983324125000001,0.00018024725000000043,0.004803076874999999,-0.004622829625,0.5,0.0005,0.004483324125,2
2025-09-29,0.0104008184,0.0080350704,0.002365748,0.005669322400000001,0.0,0.0,0.0104008184,2
2025-09-30,-0.0030795308000000007,0.0035214314,-0.006600962200000001,0.010122393600000001,0.0,0.0,-0.0030795308000000007,2
2025-10-01,0.0187259497,0.0043983313,0.0143276184,-0.0099292871,0.5,0.0005,0.0182259497,2
2025-10-02,-0.001092993325,-0.00020545107500000002,-0.0008875422500000001,0.0006820911750000003,0.0,0.0,-0.001092993325,2
2025-10-03,-0.012648113750000002,0.0030484074999999997,-0.01569652125,0.01874492875,0.0,0.0,-0.012648113750000002,2
2025-10-06,0.007011906649999999,-0.0039764179,0.01098832455,-0.01496474245,0.0,0.0,0.007011906649999999,2
2025-10-07,0.0028880096249999996,0.0055954665,-0.002707456875,0.008302923375,0.0,0.0,0.0028880096249999996,2
2025-10-08,0.0007236123250000004,-0.0035052677999999997,0.004228880125,-0.007734147925,0.0,0.0,0.0007236123250000004,2
2025-10-09,-0.00242486825,-0.019908437,0.01748356875,-0.03739200575,0.0,0.0,-0.00242486825,2
2025-10-10,0.0157491725,0.03270764925,-0.01695847675,0.049666126,0.0,0.0,0.0157491725,2
2025-10-13,0.0051504845525,0.0014421846325,0.0037082999199999998,-0.0022661152874999995,0.5,0.0005,0.0046504845525000005,2
2025-10-14,0.005339379675,0.0072675666500000005,-0.001928186975,0.009195753625,0.0,0.0,0.005339379675,2
2025-10-15,0.004382882725,-0.001466755025,0.00584963775,-0.007316392775,0.0,0.0,0.004382882725,2
2025-10-16,-0.0030535682500000007,0.0067191889999999995,-0.00977275725,0.01649194625,0.0,0.0,-0.0030535682500000007,2
2025-10-17,0.007421859,0.01306733125,-0.00564547225,0.0187128035,0.0,0.0,0.007421859,2
2025-10-20,-0.0058270466125,-0.0054292572,-0.00039778941250000004,-0.0050314677875,0.5,0.0005,-0.0063270466125,2
2025-10-21,-0.007366172147499999,-0.00288228265,-0.0044838894975,0.0016016068474999996,0.0,0.0,-0.007366172147499999,2
2025-10-22,0.0010187668899999994,0.003987727999999999,-0.00296896111,0.006956689109999999,0.5,0.0005,0.0005187668899999994,2
2025-10-23,0.012170422750000002,0.012383672,-0.00021324924999999986,0.012596921249999999,0.0,0.0,0.012170422750000002,2
2025-10-24,0.010602500075000002,0.016012896500000002,-0.005410396425,0.021423292925,0.0,0.0,0.010602500075000002,2
2025-10-27,0.01253951301,0.01078377425,0.00175573876,0.00902803549,0.0,0.0,0.01253951301,2
2025-10-28,0.010947658839999999,0.014110287249999999,-0.00316262841,0.01727291566,0.0,0.0,0.010947658839999999,2
2025-10-29,0.0333959095,0.0012805755000000005,0.032115334,-0.030834758499999997,0.0,0.0,0.0333959095,2
2025-10-30,-0.0093812762,-0.000750456225,-0.008630819975,0.007880363750000001,0.5,0.0005,-0.0098812762,2
2025-10-31,0.0025141706000000002,0.0076693625000000005,-0.0051551919,0.012824554400000002,0.0,0.0,0.0025141706000000002,2
2025-11-03,0.001955552574999999,-0.00452557655,0.0064811291249999995,-0.011006705674999999,1.0,0.001,0.0009555525749999991,2
2025-11-04,0.0021974110650000004,0.006190780240000001,-0.003993369175000001,0.010184149415000001,0.0,0.0,0.0021974110650000004,2
2025-11-05,-0.006471711425,-0.007029305425,0.000557594,-0.007586899425,0.5,0.0005,-0.006971711425000001,2
2025-11-06,0.003164328375,-8.589112499999998e-05,0.0032502194999999992,-0.0033361106249999986,0.5,0.0005,0.002664328375,2
2025-11-07,0.004343582650000002,0.015620279150000001,-0.011276696499999999,0.026896975650000002,0.5,0.0005,0.003843582650000002,2
2025-11-10,-0.0021461988749999997,-0.00199733225,-0.0001488666250000002,-0.0018484656249999998,0.0,0.0,-0.0021461988749999997,2
2025-11-11,0.007805764224999999,-0.000788359525,0.00859412375,-0.009382483274999999,0.0,0.0,0.007805764224999999,2
2025-11-12,0.0057645934,-0.0094279216,0.015192515,-0.0246204366,0.0,0.0,0.0057645934,2
2025-11-13,0.003726808175,0.003933871175,-0.00020706299999999995,0.0041409341749999995,0.5,0.0005,0.003226808175,2
2025-11-14,-0.003923091,-0.009235959,0.005312868,-0.014548827,0.0,0.0,-0.003923091,2
2025-11-17,0.0011720905300000007,-0.00703910247,0.008211193,-0.01525029547,0.0,0.0,0.0011720905300000007,2
2025-11-18,0.00998127525,0.0081599195,0.00182135575,0.00633856375,0.5,0.0005,0.009481275249999999,2
2025-11-19,-0.0039075951250000015,-0.010031548250000001,0.006123953125,-0.016155501375,0.0,0.0,-0.0039075951250000015,2
2025-11-20,0.004974932117500001,0.0024843835,0.0024905486175,-6.16511750000016e-06,0.0,0.0,0.004974932117500001,2
2025-11-21,-0.005482605749999999,0.00920852275,-0.0146911285,0.02389965125,0.0,0.0,-0.005482605749999999,2
2025-11-24,-0.0033483746500000008,-0.005526355100000001,0.0021779804500000003,-0.00770433555,0.0,0.0,-0.0033483746500000008,2
2025-11-25,-0.0008935940000000003,0.0039539696249999996,-0.004847563625,0.00880153325,0.0,0.0,-0.0008935940000000003,2
2025-11-26,-0.0079592471,-0.0033502863500000004,-0.00460896075,0.0012586743999999997,0.0,0.0,-0.0079592471,2
2025-11-28,0.006420775257500001,0.00793458675,-0.0015138114924999999,0.0094483982425,0.0,0.0,0.006420775257500001,2
2025-12-01,0.008071066425,0.00486855175,0.003202514675,0.0016660370749999997,0.0,0.0,0.008071066425,2
2025-12-02,-0.019794315,-0.00435834275,-0.01543597225,0.011077629500000002,0.0,0.0,-0.019794315,2
2025-12-03,0.0033795803500000004,0.00225478475,0.0011247956,0.00112998915,0.5,0.0005,0.0028795803500000004,2
2025-12-04,-0.0077947745000000014,-0.003032444625,-0.0047623298750000004,0.0017298852500000003,0.0,0.0,-0.0077947745000000014,2
2025-12-05,-0.0022505584999999995,0.0035053888250000005,-0.005755947325,0.00926133615,0.0,0.0,-0.0022505584999999995,2
2025-12-08,-0.009548195225,-0.0014202442250000002,-0.008127951,0.006707706775,0.0,0.0,-0.009548195225,2
2025-12-09,-0.0070028516749999995,-0.00016523292500000017,-0.00683761875,0.006672385825,0.0,0.0,-0.0070028516749999995,2
2025-12-10,-0.0005541034500000002,-0.0045495407,0.00399543725,-0.008544977950000001,0.0,0.0,-0.0005541034500000002,2
2025-12-11,-0.01318773515,-0.007941300775,-0.005246434375,-0.0026948664,0.5,0.0005,-0.01368773515,2
2025-12-12,-0.008607955399999999,-0.0019321948999999998,-0.006675760499999999,0.004743565599999999,0.0,0.0,-0.008607955399999999,2
2025-12-15,0.0013592783999999995,0.00248397165,-0.0011246932500000003,0.0036086649,0.0,0.0,0.0013592783999999995,2
2025-12-16,-0.004961879000000001,-0.010554151500000001,0.0055922725,-0.016146424,0.5,0.0005,-0.005461879000000001,2
2025-12-17,-0.0016088246249999993,0.005158067225,-0.00676689185,0.011924959075,0.0,0.0,-0.0016088246249999993,2
2025-12-18,0.006044767150000001,0.00524422275,0.0008005444,0.00444367835,0.0,0.0,0.006044767150000001,2
2025-12-19,-0.00737411,-0.0003340654999999999,-0.0070400445,0.006705979,0.0,0.0,-0.00737411,2
2025-12-22,0.0039048166250000007,0.004970508925,-0.0010656923000000001,0.006036201225000001,0.0,0.0,0.0039048166250000007,2
2025-12-23,0.0016252182750000003,0.0011241447500000001,0.000501073525,0.0006230712250000002,0.0,0.0,0.0016252182750000003,2
2025-12-24,0.004653280075,-0.00083592505,0.0054892051249999995,-0.006325130175,0.0,0.0,0.004653280075,2
2025-12-26,0.005569562215,0.000369068965,0.00520049325,-0.004831424285,0.0,0.0,0.005569562215,2
2025-12-29,0.0014898063250000002,-0.000389831925,0.0018796382500000002,-0.002269470175,0.0,0.0,0.0014898063250000002,2
2025-12-30,0.0021402764,-0.00179395835,0.00393423475,-0.005728193099999999,0.0,0.0,0.0021402764,2
2025-12-31,0.0026129506,0.00093562335,0.00167732725,-0.0007417038999999997,0.0,0.0,0.0026129506,2
2026-01-02,-0.01564175575,-0.00235659775,-0.013285158,0.01092856025,0.0,0.0,-0.01564175575,2
2026-01-05,0.012630103675,-0.006321172825,0.0189512765,-0.025272449325,0.0,0.0,0.012630103675,2
2026-01-06,0.0139437146,0.0041419381,0.009801776500000001,-0.0056598384000000005,0.5,0.0005,0.0134437146,2
2026-01-07,-0.006864432624999999,0.00144769075,-0.008312123375,0.009759814124999999,0.0,0.0,-0.006864432624999999,2
2026-01-08,-0.0034436456,0.002722895275,-0.006166540875,0.008889436149999999,0.0,0.0,-0.0034436456,2
2026-01-09,0.008760511,0.0033514545,0.0054090565,-0.002057602,0.0,0.0,0.008760511,2
2026-01-12,0.0030423508750000014,0.003864676125,-0.0008223252499999995,0.0046870013749999995,0.0,0.0,0.0030423508750000014,2
2026-01-13,-0.005699252500000001,-0.00463626425,-0.0010629882500000007,-0.0035732760000000002,0.5,0.0005,-0.0061992525,2
2026-01-14,0.004092700075,0.003654506825,0.00043819325,0.003216313575,0.5,0.0005,0.0035927000749999996,2
2026-01-15,-0.006148771274999999,-0.0036907447499999997,-0.002458026525,-0.0012327182249999998,0.0,0.0,-0.006148771274999999,2
2026-01-16,-0.012200771950000003,-0.019593112250000003,0.0073923402999999995,-0.02698545255,0.0,0.0,-0.012200771950000003,2
2026-01-20,0.001961618049999998,0.008333443749999999,-0.0063718257,0.014705269449999999,0.0,0.0,0.001961618049999998,2
2026-01-21,-0.007660456887499999,0.0027794855500000003,-0.0104399424375,0.0132194279875,0.5,0.0005,-0.008160456887499999,2
2026-01-22,0.0011944682000000002,0.003515577325,-0.002321109125,0.00583668645,0.0,0.0,0.0011944682000000002,2
2026-01-23,0.013786625435000002,0.0058296961250000005,0.00795692931,-0.0021272331849999998,0.0,0.0,0.013786625435000002,2
2026-01-26,0.001631428825,0.00554784625,-0.003916417425,0.009464263675000001,0.5,0.0005,0.001131428825,2
2026-01-27,0.003457179825,0.00220696025,0.001250219575,0.0009567406749999999,0.5,0.0005,0.002957179825,2
2026-01-28,-0.02825013925,0.00308605325,-0.0313361925,0.03442224575,0.5,0.0005,-0.02875013925,2
2026-01-29,0.005171056375,-0.000630539875,0.00580159625,-0.006432136125,0.0,0.0,0.005171056375,2
2026-01-30,0.01144093975,0.0029250957500000004,0.008515844,-0.005590748249999999,0.5,0.0005,0.01094093975,2
2026-02-02,-0.0024719834175000004,-0.0075889742,0.0051169907825,-0.0127059649825,0.0,0.0,-0.0024719834175000004,2
2026-02-03,0.004223827250000001,-0.013434124249999999,0.017657951499999998,-0.031092075749999996,0.5,0.0005,0.003723827250000001,2
2026-02-04,0.0003036459250000001,-0.00465903715,0.004962683075,-0.009621720225,0.0,0.0,0.0003036459250000001,2
2026-02-05,0.0078627145,0.013347323749999999,-0.00548460925,0.018831933,0.0,0.0,0.0078627145,2
2026-02-06,0.0016495936750000008,0.0073734707500000005,-0.005723877075,0.013097347825000001,0.5,0.0005,0.0011495936750000007,2
2026-02-09,-0.0010334674999999999,-0.00639794125,0.005364473749999999,-0.011762415,0.0,0.0,-0.0010334674999999999,2
2026-02-10,0.005139520575,-0.0014766979999999998,0.006616218575,-0.008092916575000001,0.5,0.0005,0.004639520575,2
2026-02-11,0.0065741919999999995,-0.0070637650000000005,0.013637957,-0.020701722,0.5,0.0005,0.006074191999999999,2
2026-02-12,0.00026877049999999994,-0.00366828235,0.00393705285,-0.0076053352000000005,0.0,0.0,0.00026877049999999994,2
2026-02-13,-0.00365465466,-5.7707250000000026e-05,-0.00359694741,0.00353924016,0.0,0.0,-0.00365465466,2
2026-02-17,0.00272844595,0.005608383825,-0.002879937875,0.0084883217,0.0,0.0,0.00272844595,2
2026-02-18,-0.00127626779,-0.000310143815,-0.0009661239749999999,0.0006559801599999999,0.5,0.0005,-0.00177626779,2
2026-02-19,0.01320454075,0.016420043500000002,-0.00321550275,0.019635546250000004,0.0,0.0,0.01320454075,2
2026-02-20,0.00022674625000000084,-0.00852894225,0.0087556885,-0.017284630750000002,0.0,0.0,0.00022674625000000084,2
2026-02-23,0.0063996382,0.003533393625,0.0028662445750000003,0.0006671490499999995,0.0,0.0,0.0063996382,2
2026-02-24,-0.007337288075,0.003528204175,-0.01086549225,0.014393696425,0.5,0.0005,-0.007837288075,2
2026-02-25,0.0011349817499999998,-0.0055772969,0.0067122786499999995,-0.01228957555,0.0,0.0,0.0011349817499999998,2
2026-02-26,-0.010154158,-0.0068491872499999995,-0.00330497075,-0.0035442164999999995,1.0,0.001,-0.011154158,2
2026-02-27,-0.0016329105000000002,0.003261786,-0.0048946965,0.0081564825,0.0,0.0,-0.0016329105000000002,2
2026-03-02,-0.0024341889500000004,-0.005727073,0.0032928840499999996,-0.00901995705,0.0,0.0,-0.0024341889500000004,2
2026-03-03,0.002263081825,0.0037811143250000004,-0.0015180325000000005,0.005299146825000001,0.0,0.0,0.002263081825,2
2026-03-04,0.00611142745,-0.0014458943,0.00755732175,-0.00900321605,0.5,0.0005,0.0056114274499999995,2
2026-03-05,0.0018947587499999995,-0.00948792625,0.011382685,-0.02087061125,0.5,0.0005,0.0013947587499999995,2
2026-03-06,0.00693083165,0.0091404555,-0.00220962385,0.01135007935,0.5,0.0005,0.00643083165,2
2026-03-09,0.0008848614500000002,0.0038156255,-0.00293076405,0.006746389550000001,0.0,0.0,0.0008848614500000002,2
2026-03-10,-0.0039754042825,0.0016992628175,-0.0056746671,0.0073739299175,0.0,0.0,-0.0039754042825,2
2026-03-11,0.005496044250000001,-0.0087244445,0.01422048875,-0.02294493325,0.0,0.0,0.005496044250000001,2
2026-03-12,0.010404021999999999,-0.00945807425,0.01986209625,-0.0293201705,0.5,0.0005,0.009904021999999998,2
2026-03-13,-0.00113974025,0.0068180194999999996,-0.00795775975,0.01477577925,0.0,0.0,-0.00113974025,2
2026-03-16,0.0043201964,-0.00036595210000000015,0.0046861485,-0.0050521006000000005,0.0,0.0,0.0043201964,2
2026-03-17,0.0006674145,-0.00632106025,0.006988474749999999,-0.013309534999999999,0.0,0.0,0.0006674145,2
2026-03-18,-0.0029777821500000003,-0.00353010615,0.0005523239999999999,-0.00408243015,0.0,0.0,-0.0029777821500000003,2
2026-03-19,0.0034874262500000017,-0.009178616249999999,0.0126660425,-0.02184465875,0.0,0.0,0.0034874262500000017,2
2026-03-20,-0.0053530452500000015,0.0077843255,-0.013137370750000002,0.02092169625,0.5,0.0005,-0.005853045250000001,2
2026-03-23,0.0027022887125,-0.0004771815375,0.00317947025,-0.0036566517875,0.0,0.0,0.0027022887125,2
