Date,Ticker,prediction,base_position,portfolio_side,actual_return,exposure_multiplier,targeted_position
2025-05-02,META,-0.0679810345172882,-0.25,SHORT,0.0037687873,1.4585983375572475,-0.3646495843893119
2025-05-02,XOM,-0.0806084871292114,-0.25,SHORT,-0.027680874,1.4585983375572475,-0.3646495843893119
2025-05-05,NVDA,-0.0214951485395431,0.25,LONG,-0.0024599682,1.4786444807693488,0.3696611201923372
2025-05-05,GOOGL,-0.0378358215093612,0.25,LONG,-0.005968056,1.4786444807693488,0.3696611201923372
2025-05-05,TSLA,-0.0733030140399932,-0.25,SHORT,-0.01751946,1.4786444807693488,-0.3696611201923372
2025-05-05,XOM,-0.0831867456436157,-0.25,SHORT,0.01394389,1.4786444807693488,-0.3696611201923372
2025-05-06,NVDA,-0.0223934948444366,0.25,LONG,0.031002233,1.5,0.375
2025-05-06,AAPL,-0.0360723137855529,0.25,LONG,-0.011384746,1.5,0.375
2025-05-06,TSLA,-0.0774592757225036,-0.25,SHORT,0.0031595973,1.5,-0.375
2025-05-06,XOM,-0.084733135998249,-0.25,SHORT,-0.0009549116,1.5,-0.375
2025-05-07,NVDA,-0.0261587351560592,0.25,LONG,0.002648273,1.5,0.375
2025-05-07,GOOGL,-0.0327147543430328,0.25,LONG,0.019156985,1.5,0.375
2025-05-07,TSLA,-0.0823012217879295,-0.25,SHORT,0.031134624,1.5,-0.375
2025-05-07,XOM,-0.0854674726724624,-0.25,SHORT,0.013956533,1.5,-0.375
2025-05-08,NVDA,-0.0290379971265792,0.25,LONG,-0.0061344826,1.5,0.375
2025-05-08,AAPL,-0.0364332497119903,0.25,LONG,0.0052660285,1.5,0.375
2025-05-08,TSLA,-0.0862760990858078,-0.25,SHORT,0.047187705,1.5,-0.375
2025-05-08,XOM,-0.088900625705719,-0.25,SHORT,0.011690319,1.5,-0.375
2025-05-09,NVDA,-0.0312676429748535,0.25,LONG,0.054436315,1.5,0.375
2025-05-09,AAPL,-0.0357956886291503,0.25,LONG,0.06314612,1.5,0.375
2025-05-09,TSLA,-0.0842025727033615,-0.25,SHORT,0.06745791,1.5,-0.375
2025-05-09,XOM,-0.0908666849136352,-0.25,SHORT,0.01723978,1.5,-0.375
2025-05-12,NVDA,-0.0331869274377822,0.25,LONG,0.056341466,1.5,0.375
2025-05-12,GOOGL,-0.0395964235067367,0.25,LONG,0.0067523336,1.5,0.375
2025-05-12,MSFT,-0.0819308310747146,-0.25,SHORT,-0.00026706912,1.5,-0.375
2025-05-12,XOM,-0.0905602648854255,-0.25,SHORT,0.0027483178,1.5,-0.375
2025-05-13,NVDA,-0.0299604684114456,0.25,LONG,0.041637704,1.5,0.375
2025-05-13,GOOGL,-0.0364396870136261,0.25,LONG,0.036607612,1.5,0.375
2025-05-13,MSFT,-0.0867818146944046,-0.25,SHORT,0.008460502,1.5,-0.375
2025-05-13,XOM,-0.0916150659322738,-0.25,SHORT,-0.008953047,1.5,-0.375
2025-05-14,NVDA,-0.0261912494897842,0.25,LONG,-0.003768143,1.5,0.375
2025-05-14,GOOGL,-0.0347918421030044,0.25,LONG,-0.0085263,1.5,0.375
2025-05-14,MSFT,-0.0943195298314094,-0.25,SHORT,0.0022562111,1.5,-0.375
2025-05-14,XOM,-0.0957499891519546,-0.25,SHORT,0.010140455,1.5,-0.375
2025-05-15,NVDA,-0.0237284302711486,0.25,LONG,0.004227483,1.5,0.375
2025-05-15,GOOGL,-0.0320566296577453,0.25,LONG,0.013600704,1.5,0.375
2025-05-15,MSFT,-0.0975324064493179,-0.25,SHORT,0.002515775,1.5,-0.375
2025-05-15,XOM,-0.0982516184449195,-0.25,SHORT,-0.0035918031,1.5,-0.375
2025-05-16,NVDA,-0.023848682641983,0.25,LONG,0.0012554156,1.5,0.375
2025-05-16,GOOGL,-0.0302592366933822,0.25,LONG,0.0021060216,1.5,0.375
2025-05-16,MSFT,-0.0992864519357681,-0.25,SHORT,0.010126111,1.5,-0.375
2025-05-16,XOM,-0.1023743525147438,-0.25,SHORT,-0.015897887,1.5,-0.375
2025-05-19,NVDA,-0.0293786823749542,0.25,LONG,-0.008777568,1.5,0.375
2025-05-19,GOOGL,-0.0300279110670089,0.25,LONG,-0.015371565,1.5,0.375
2025-05-19,XOM,-0.1111904829740524,-0.25,SHORT,-0.01427641,1.5,-0.375
2025-05-19,META,-0.1135254427790641,-0.25,SHORT,-0.0051996624,1.5,-0.375
2025-05-20,GOOGL,-0.0303195416927337,0.25,LONG,0.027930222,1.5,0.375
2025-05-20,NVDA,-0.0355348885059356,0.25,LONG,-0.019199338,1.5,0.375
2025-05-20,XOM,-0.1165589317679405,-0.25,SHORT,-0.0122914575,1.5,-0.375
2025-05-20,META,-0.1302947998046875,-0.25,SHORT,-0.0025114112,1.5,-0.375
2025-05-21,GOOGL,-0.028672769665718,0.25,LONG,0.013704215,1.5,0.375
2025-05-21,AAPL,-0.0350597947835922,0.25,LONG,-0.0036121635,1.5,0.375
2025-05-21,XOM,-0.1204813569784164,-0.25,SHORT,-0.0066563766,1.5,-0.375
2025-05-21,META,-0.1432163119316101,-0.25,SHORT,0.0016837933,1.5,-0.375
2025-05-22,GOOGL,-0.0310578197240829,0.25,LONG,-0.014045703,1.5,0.375
2025-05-22,AAPL,-0.0351316183805465,0.25,LONG,-0.030244218,1.5,0.375
2025-05-22,XOM,-0.1215708330273628,-0.25,SHORT,0.00058266724,1.5,-0.375
2025-05-22,META,-0.1474592685699463,-0.25,SHORT,-0.014939399,1.5,-0.375
2025-05-23,AAPL,-0.0265833735466003,0.25,LONG,0.025298327,1.5,0.375
2025-05-23,GOOGL,-0.0310297608375549,0.25,LONG,0.0262955,1.5,0.375
2025-05-23,TSLA,-0.1334452778100967,-0.25,SHORT,0.069399476,1.5,-0.375
2025-05-23,META,-0.1513133645057678,-0.25,SHORT,0.024335742,1.5,-0.375
2025-05-27,AAPL,-0.0280794501304626,0.25,LONG,0.0010487174,1.5,0.375
2025-05-27,GOOGL,-0.0337565839290618,0.25,LONG,-0.0031232405,1.5,0.375
2025-05-27,TSLA,-0.1391935646533966,-0.25,SHORT,-0.016506435,1.5,-0.375
2025-05-27,META,-0.1452692747116089,-0.25,SHORT,0.0019616792,1.5,-0.375
2025-05-28,AAPL,-0.0229939669370651,0.25,LONG,-0.0023450167,1.5,0.375
2025-05-28,GOOGL,-0.0357230007648468,0.25,LONG,-0.0029008773,1.5,0.375
2025-05-28,META,-0.1341496407985687,-0.25,SHORT,0.0022841608,1.5,-0.375
2025-05-28,TSLA,-0.1472874581813812,-0.25,SHORT,0.004286912,1.5,-0.375
2025-05-29,AAPL,-0.0184201002120971,0.25,LONG,0.0045010713,1.5,0.375
2025-05-29,GOOGL,-0.0376764088869094,0.25,LONG,-0.00069829315,1.5,0.375
2025-05-29,META,-0.1261389255523681,-0.25,SHORT,0.003782488,1.5,-0.375
2025-05-29,TSLA,-0.150618314743042,-0.25,SHORT,-0.033395648,1.5,-0.375
2025-05-30,AAPL,-0.0152546912431716,0.25,LONG,0.0042319633,1.5,0.375
2025-05-30,NVDA,-0.0334399044513702,0.25,LONG,0.016650511,1.5,0.375
2025-05-30,META,-0.1189395040273666,-0.25,SHORT,0.03615514,1.5,-0.375
2025-05-30,TSLA,-0.1582627892494201,-0.25,SHORT,-0.010881456,1.5,-0.375
2025-06-02,AAPL,-0.0141700357198715,0.25,LONG,0.007783942,1.5,0.375
2025-06-02,NVDA,-0.0322246402502059,0.25,LONG,0.027951537,1.5,0.375
2025-06-02,XOM,-0.117457702755928,-0.25,SHORT,0.0072780713,1.5,-0.375
2025-06-02,TSLA,-0.1636772453784942,-0.25,SHORT,0.0046105417,1.5,-0.375
2025-06-03,AAPL,-0.0137639045715332,0.25,LONG,-0.0022138532,1.5,0.375
2025-06-03,NVDA,-0.0335101783275604,0.25,LONG,0.004956936,1.5,0.375
2025-06-03,XOM,-0.118028923869133,-0.25,SHORT,-0.014450815,1.5,-0.375
2025-06-03,TSLA,-0.1706145107746124,-0.25,SHORT,-0.0354954,1.5,-0.375
2025-06-04,AAPL,-0.0150179117918014,0.25,LONG,-0.010797713,1.5,0.375
2025-06-04,GOOGL,-0.0301765203475952,0.25,LONG,0.0009519533,1.5,0.375
2025-06-04,XOM,-0.1191073209047317,-0.25,SHORT,-0.0045944294,1.5,-0.375
2025-06-04,TSLA,-0.1703470796346664,-0.25,SHORT,-0.14259894,1.5,-0.375
2025-06-05,AAPL,-0.0148468762636184,0.25,LONG,0.016398316,1.394119723573856,0.348529930893464
2025-06-05,GOOGL,-0.0246136784553527,0.25,LONG,0.032518823,1.394119723573856,0.348529930893464
2025-06-05,XOM,-0.1224275827407836,-0.25,SHORT,0.023961496,1.394119723573856,-0.348529930893464
2025-06-05,TSLA,-0.1632943749427795,-0.25,SHORT,0.036670186,1.394119723573856,-0.348529930893464
2025-06-06,AAPL,-0.0203463733196258,0.25,LONG,-0.012112568,1.4079147784854278,0.35197869462135695
2025-06-06,MSFT,-0.0237282514572143,0.25,LONG,0.00503848,1.4079147784854278,0.35197869462135695
2025-06-06,XOM,-0.1211486682295799,-0.25,SHORT,0.0067134127,1.4079147784854278,-0.35197869462135695
2025-06-06,TSLA,-0.1497644335031509,-0.25,SHORT,0.045537613,1.4079147784854278,-0.35197869462135695
2025-06-09,MSFT,-0.0182284414768219,0.25,LONG,-0.0038709366,1.4090863532525562,0.35227158831313904
2025-06-09,AAPL,-0.0208798050880432,0.25,LONG,0.006056066,1.4090863532525562,0.35227158831313904
2025-06-09,XOM,-0.1215141266584396,-0.25,SHORT,0.021434769,1.4090863532525562,-0.35227158831313904
2025-06-09,TSLA,-0.1255390644073486,-0.25,SHORT,0.056743827,1.4090863532525562,-0.35227158831313904
2025-06-10,MSFT,-0.014561653137207,0.25,LONG,0.0036098675,1.2879975229120018,0.32199938072800044
2025-06-10,AAPL,-0.0232980251312255,0.25,LONG,-0.01919385,1.2879975229120018,0.32199938072800044
2025-06-10,META,-0.1164343059062957,-0.25,SHORT,-0.011759679,1.2879975229120018,-0.32199938072800044
2025-06-10,XOM,-0.1185706108808517,-0.25,SHORT,0.019492548,1.2879975229120018,-0.32199938072800044
2025-06-11,MSFT,-0.011168360710144,0.25,LONG,0.013224133,1.3142081917944999,0.32855204794862497
2025-06-11,AAPL,-0.0213261693716049,0.25,LONG,0.002112987,1.3142081917944999,0.32855204794862497
2025-06-11,XOM,-0.1130812615156173,-0.25,SHORT,0.003842252,1.3142081917944999,-0.32855204794862497
2025-06-11,META,-0.1186063736677169,-0.25,SHORT,-0.0011236062,1.3142081917944999,-0.32855204794862497
2025-06-12,MSFT,-0.0090299546718597,0.25,LONG,-0.008165071,1.4054571334627068,0.3513642833656767
2025-06-12,AAPL,-0.0203892290592193,0.25,LONG,-0.013805209,1.4054571334627068,0.3513642833656767
2025-06-12,XOM,-0.1066511496901512,-0.25,SHORT,0.021780746,1.4054571334627068,-0.3513642833656767
2025-06-12,META,-0.1187577173113823,-0.25,SHORT,-0.015129401,1.4054571334627068,-0.3513642833656767
2025-06-13,MSFT,-0.0063835680484771,0.25,LONG,0.008800902,1.401263058022708,0.350315764505677
2025-06-13,AAPL,-0.0153219699859619,0.25,LONG,0.010028001,1.401263058022708,0.350315764505677
2025-06-13,XOM,-0.1030125319957733,-0.25,SHORT,0.0032108396,1.401263058022708,-0.350315764505677
2025-06-13,META,-0.1184286922216415,-0.25,SHORT,0.028981017,1.401263058022708,-0.350315764505677
2025-06-16,MSFT,-0.0078945755958557,0.25,LONG,-0.002295781,1.4027047568616433,0.3506761892154108
2025-06-16,AAPL,-0.017702966928482,0.25,LONG,-0.014010701,1.4027047568616433,0.3506761892154108
2025-06-16,XOM,-0.0979780256748199,-0.25,SHORT,0.013513457,1.4027047568616433,-0.3506761892154108
2025-06-16,META,-0.1143667250871658,-0.25,SHORT,-0.006964619,1.4027047568616433,-0.3506761892154108
2025-06-17,MSFT,-0.0060925483703613,0.25,LONG,0.004602063,1.394806179552847,0.34870154488821176
2025-06-17,AAPL,-0.0132821798324584,0.25,LONG,0.00480478,1.394806179552847,0.34870154488821176
2025-06-17,XOM,-0.0942078828811645,-0.25,SHORT,-0.007105146,1.394806179552847,-0.34870154488821176
2025-06-17,META,-0.1065249145030975,-0.25,SHORT,-0.0020940448,1.394806179552847,-0.34870154488821176
2025-06-18,MSFT,-0.0083250701427459,0.25,LONG,-0.005913761,1.3887775645661997,0.34719439114154993
2025-06-18,AAPL,-0.0138811320066452,0.25,LONG,0.022484416,1.3887775645661997,0.34719439114154993
2025-06-18,XOM,-0.0934576094150543,-0.25,SHORT,0.013340348,1.3887775645661997,-0.34719439114154993
2025-06-18,META,-0.0982382148504257,-0.25,SHORT,-0.019287985,1.3887775645661997,-0.34719439114154993
2025-06-20,MSFT,-0.006950557231903,0.25,LONG,0.018014284,1.3895988361365919,0.34739970903414796
2025-06-20,NVDA,-0.0140330493450164,0.25,LONG,0.0022246228,1.3895988361365919,0.34739970903414796
2025-06-20,TSLA,-0.086491160094738,-0.25,SHORT,0.08231931,1.3895988361365919,-0.34739970903414796
2025-06-20,XOM,-0.0944291874766349,-0.25,SHORT,-0.025806442,1.3895988361365919,-0.34739970903414796
2025-06-23,MSFT,-0.0100244879722595,0.25,LONG,0.008456776,1.3724255352497279,0.34310638381243197
2025-06-23,NVDA,-0.0135453343391418,0.25,LONG,0.025872096,1.3724255352497279,0.34310638381243197
2025-06-23,TSLA,-0.0953515172004699,-0.25,SHORT,-0.02354592,1.3724255352497279,-0.34310638381243197
2025-06-23,XOM,-0.0969862788915634,-0.25,SHORT,-0.0304278,1.3724255352497279,-0.34310638381243197
2025-06-24,MSFT,-0.0118248760700225,0.25,LONG,0.004407232,1.2695660859548714,0.31739152148871785
2025-06-24,NVDA,-0.0135445743799209,0.25,LONG,0.04334019,1.2695660859548714,0.31739152148871785
2025-06-24,TSLA,-0.0962882488965988,-0.25,SHORT,-0.037947584,1.2695660859548714,-0.31739152148871785
2025-06-24,XOM,-0.1010627150535583,-0.25,SHORT,0.0002769665,1.2695660859548714,-0.31739152148871785
2025-06-25,GOOGL,-0.0111452937126159,0.25,LONG,0.01675644,1.2210838443870458,0.30527096109676144
2025-06-25,MSFT,-0.0126517862081527,0.25,LONG,0.010522693,1.2210838443870458,0.30527096109676144
2025-06-25,TSLA,-0.0875300094485282,-0.25,SHORT,-0.0054037217,1.2210838443870458,-0.30527096109676144
2025-06-25,XOM,-0.1053235530853271,-0.25,SHORT,0.014948758,1.2210838443870458,-0.30527096109676144
2025-06-26,GOOGL,-0.0087033957242965,0.25,LONG,0.028754277,1.2204497298372403,0.3051124324593101
2025-06-26,MSFT,-0.0129820704460144,0.25,LONG,-0.0030355207,1.2204497298372403,0.3051124324593101
2025-06-26,TSLA,-0.0832815915346145,-0.25,SHORT,-0.006599527,1.2204497298372403,-0.3051124324593101
2025-06-26,XOM,-0.1082647293806076,-0.25,SHORT,-0.00554592,1.2204497298372403,-0.3051124324593101
2025-06-27,GOOGL,-0.0100289434194564,0.25,LONG,-0.012883035,1.2186088389528693,0.3046522097382173
2025-06-27,MSFT,-0.0124761760234832,0.25,LONG,0.0029640393,1.2186088389528693,0.3046522097382173
2025-06-27,TSLA,-0.0807936787605285,-0.25,SHORT,-0.018446995,1.2186088389528693,-0.3046522097382173
2025-06-27,XOM,-0.1136423200368881,-0.25,SHORT,-0.014445042,1.2186088389528693,-0.3046522097382173
2025-06-30,GOOGL,-0.0109723955392837,0.25,LONG,-0.0022130206,1.2225708007195557,0.3056427001798889
2025-06-30,MSFT,-0.0124672055244445,0.25,LONG,-0.010775925,1.2225708007195557,0.3056427001798889
2025-06-30,TSLA,-0.0806687027215957,-0.25,SHORT,-0.053358976,1.2225708007195557,-0.3056427001798889
2025-06-30,XOM,-0.1168534159660339,-0.25,SHORT,0.013357972,1.2225708007195557,-0.3056427001798889
2025-07-01,GOOGL,-0.0096713304519653,0.25,LONG,0.015923545,1.2238498095213068,0.3059624523803267
2025-07-01,MSFT,-0.0123904198408126,0.25,LONG,-0.0019508733,1.2238498095213068,0.3059624523803267
2025-07-01,TSLA,-0.0781961530447006,-0.25,SHORT,0.049682427,1.2238498095213068,-0.3059624523803267
2025-07-01,XOM,-0.1149216741323471,-0.25,SHORT,0.016569061,1.2238498095213068,-0.3059624523803267
2025-07-02,GOOGL,-0.0107581913471221,0.25,LONG,0.0049821935,1.1782504415314417,0.2945626103828604
2025-07-02,MSFT,-0.012458324432373,0.25,LONG,0.015781268,1.1782504415314417,0.2945626103828604
2025-07-02,TSLA,-0.0789812728762626,-0.25,SHORT,-0.0009503811,1.1782504415314417,-0.2945626103828604
2025-07-02,XOM,-0.1118943020701408,-0.25,SHORT,0.010355649,1.1782504415314417,-0.2945626103828604
2025-07-03,GOOGL,-0.0141172409057617,0.25,LONG,-0.015262089,1.1995169365353708,0.2998792341338427
2025-07-03,MSFT,-0.0142256617546081,0.25,LONG,-0.002245275,1.1995169365353708,0.2998792341338427
2025-07-03,TSLA,-0.0813199579715728,-0.25,SHORT,-0.06789283,1.1995169365353708,-0.2998792341338427
2025-07-03,XOM,-0.1128174215555191,-0.25,SHORT,-0.009714703,1.1995169365353708,-0.2998792341338427
2025-07-07,MSFT,-0.0135727375745773,0.25,LONG,-0.0022101412,1.4072767300572095,0.3518191825143024
2025-07-07,NVDA,-0.0138695836067199,0.25,LONG,0.011122424,1.4072767300572095,0.3518191825143024
2025-07-07,TSLA,-0.0850490853190422,-0.25,SHORT,0.013165936,1.4072767300572095,-0.3518191825143024
2025-07-07,XOM,-0.118830069899559,-0.25,SHORT,0.027720217,1.4072767300572095,-0.3518191825143024
2025-07-08,NVDA,-0.0121292173862457,0.25,LONG,0.017999908,1.3886497996551306,0.34716244991378264
2025-07-08,MSFT,-0.0140963792800903,0.25,LONG,0.013873875,1.3886497996551306,0.34716244991378264
2025-07-08,TSLA,-0.0824569910764694,-0.25,SHORT,-0.0064806174,1.3886497996551306,-0.34716244991378264
2025-07-08,XOM,-0.1170419007539749,-0.25,SHORT,-0.003415273,1.3886497996551306,-0.34716244991378264
2025-07-09,NVDA,-0.0121032297611236,0.25,LONG,0.0074902405,1.4431509649704077,0.36078774124260193
2025-07-09,MSFT,-0.0130980461835861,0.25,LONG,-0.004031763,1.4431509649704077,0.36078774124260193
2025-07-09,TSLA,-0.075239323079586,-0.25,SHORT,0.047282647,1.4431509649704077,-0.36078774124260193
2025-07-09,XOM,-0.1159283220767974,-0.25,SHORT,0.009929663,1.4431509649704077,-0.36078774124260193
2025-07-10,MSFT,-0.0115431547164917,0.25,LONG,0.003669204,1.5,0.375
2025-07-10,NVDA,-0.0118440687656402,0.25,LONG,0.004996948,1.5,0.375
2025-07-10,TSLA,-0.0721389800310134,-0.25,SHORT,0.0117469095,1.5,-0.375
2025-07-10,XOM,-0.1188955456018447,-0.25,SHORT,0.004350481,1.5,-0.375
2025-07-11,MSFT,-0.0097342133522033,0.25,LONG,-0.00059609266,1.5,0.375
2025-07-11,NVDA,-0.0117270350456237,0.25,LONG,-0.005153984,1.5,0.375
2025-07-11,TSLA,-0.0743591785430908,-0.25,SHORT,0.010813002,1.5,-0.375
2025-07-11,XOM,-0.1205512732267379,-0.25,SHORT,-0.013081607,1.5,-0.375
2025-07-14,MSFT,-0.008406177163124,0.25,LONG,0.005566421,1.5,0.375
2025-07-14,NVDA,-0.0123830735683441,0.25,LONG,0.04040951,1.5,0.375
2025-07-14,TSLA,-0.0764764472842216,-0.25,SHORT,-0.01931207,1.5,-0.375
2025-07-14,XOM,-0.1235508173704147,-0.25,SHORT,-0.008865812,1.5,-0.375
2025-07-15,MSFT,-0.0069827139377593,0.25,LONG,-0.00039530915,1.476930079713041,0.3692325199282602
2025-07-15,NVDA,-0.01227667927742,0.25,LONG,0.0039250413,1.476930079713041,0.3692325199282602
2025-07-15,TSLA,-0.0794058889150619,-0.25,SHORT,0.03504091,1.476930079713041,-0.3692325199282602
2025-07-15,XOM,-0.1265912055969238,-0.25,SHORT,-0.0060225,1.476930079713041,-0.3692325199282602
2025-07-16,MSFT,-0.0064823329448699,0.25,LONG,0.012024759,1.4599017197803752,0.3649754299450938
2025-07-16,NVDA,-0.0116339772939682,0.25,LONG,0.00951164,1.4599017197803752,0.3649754299450938
2025-07-16,TSLA,-0.0824836641550064,-0.25,SHORT,-0.007025864,1.4599017197803752,-0.3649754299450938
2025-07-16,XOM,-0.1280632764101028,-0.25,SHORT,-0.0050789053,1.4599017197803752,-0.3649754299450938
2025-07-17,MSFT,-0.0075059384107589,0.25,LONG,-0.0032246076,1.4831379424052566,0.37078448560131416
2025-07-17,NVDA,-0.0117782801389694,0.25,LONG,-0.003410347,1.4831379424052566,0.37078448560131416
2025-07-17,TSLA,-0.0877706483006477,-0.25,SHORT,0.032059077,1.4831379424052566,-0.37078448560131416
2025-07-17,XOM,-0.1300369501113891,-0.25,SHORT,-0.034837935,1.4831379424052566,-0.37078448560131416
2025-07-18,MSFT,-0.0071190595626831,0.25,LONG,1.9637791e-05,1.4748473381115024,0.3687118345278756
2025-07-18,NVDA,-0.0116707384586334,0.25,LONG,-0.005974224,1.4748473381115024,0.3687118345278756
2025-07-18,TSLA,-0.0911553353071212,-0.25,SHORT,-0.0035188948,1.4748473381115024,-0.3687118345278756
2025-07-18,XOM,-0.1363134682178497,-0.25,SHORT,0.0025982272,1.4748473381115024,-0.3687118345278756
2025-07-21,MSFT,-0.0079750716686248,0.25,LONG,-0.009391091,1.467881423134121,0.36697035578353027
2025-07-21,NVDA,-0.0120916962623596,0.25,LONG,-0.025382172,1.467881423134121,0.36697035578353027
2025-07-21,TSLA,-0.0989741757512092,-0.25,SHORT,0.011020108,1.467881423134121,-0.36697035578353027
2025-07-21,XOM,-0.1354143023490905,-0.25,SHORT,0.0045349495,1.467881423134121,-0.36697035578353027
2025-07-22,MSFT,-0.0076810717582702,0.25,LONG,0.0011874625,1.4353948248472657,0.3588487062118164
2025-07-22,NVDA,-0.0126012563705444,0.25,LONG,0.022450984,1.4353948248472657,0.3588487062118164
2025-07-22,TSLA,-0.1003620773553848,-0.25,SHORT,0.0013550096,1.4353948248472657,-0.3588487062118164
2025-07-22,XOM,-0.1313214600086212,-0.25,SHORT,0.0128063345,1.4353948248472657,-0.3588487062118164
2025-07-23,MSFT,-0.0075474977493286,0.25,LONG,0.009903807,1.5,0.375
2025-07-23,NVDA,-0.013200506567955,0.25,LONG,0.017332241,1.5,0.375
2025-07-23,TSLA,-0.1004587560892105,-0.25,SHORT,-0.0819702,1.5,-0.375
2025-07-23,XOM,-0.1272330433130264,-0.25,SHORT,0.007823162,1.5,-0.375
2025-07-24,MSFT,-0.0075981765985488,0.25,LONG,0.0055394773,1.5,0.375
2025-07-24,NVDA,-0.0105499327182769,0.25,LONG,-0.0013813602,1.5,0.375
2025-07-24,TSLA,-0.0972227081656456,-0.25,SHORT,0.035244055,1.5,-0.375
2025-07-24,XOM,-0.125761330127716,-0.25,SHORT,-0.0035202263,1.5,-0.375
2025-07-25,MSFT,-0.0074588507413864,0.25,LONG,-0.0023555236,1.4758813067603769,0.3689703266900942
2025-07-25,NVDA,-0.0097661614418029,0.25,LONG,0.018731905,1.4758813067603769,0.3689703266900942
2025-07-25,TSLA,-0.0920505076646804,-0.25,SHORT,0.0301525,1.4758813067603769,-0.3689703266900942
2025-07-25,XOM,-0.1205510646104812,-0.25,SHORT,0.009420289,1.4758813067603769,-0.3689703266900942
2025-07-28,NVDA,-0.0074237883090972,0.25,LONG,-0.0070154,1.4783174208997796,0.3695793552249449
2025-07-28,MSFT,-0.0077913403511047,0.25,LONG,0.000136627,1.4783174208997796,0.3695793552249449
2025-07-28,TSLA,-0.0917798355221748,-0.25,SHORT,-0.013483167,1.4783174208997796,-0.3695793552249449
2025-07-28,XOM,-0.1196816861629486,-0.25,SHORT,0.012921728,1.4783174208997796,-0.3695793552249449
2025-07-29,NVDA,-0.0031919032335281,0.25,LONG,0.021423232,1.4835995499957888,0.3708998874989472
2025-07-29,MSFT,-0.0055372416973114,0.25,LONG,0.001307159,1.4835995499957888,0.3708998874989472
2025-07-29,TSLA,-0.0952784568071365,-0.25,SHORT,-0.006724793,1.4835995499957888,-0.3708998874989472
2025-07-29,XOM,-0.1198021322488784,-0.25,SHORT,-0.008681739,1.4835995499957888,-0.3708998874989472
2025-07-30,NVDA,-0.0013020634651184,0.25,LONG,-0.007809539,1.4698738994243703,0.3674684748560926
2025-07-30,MSFT,-0.0037555992603302,0.25,LONG,0.03947469,1.4698738994243703,0.3674684748560926
2025-07-30,TSLA,-0.0992194861173629,-0.25,SHORT,-0.033757582,1.4698738994243703,-0.3674684748560926
2025-07-30,XOM,-0.1213713735342025,-0.25,SHORT,-0.0023236088,1.4698738994243703,-0.3674684748560926
2025-07-31,NVDA,0.0038792490959167,0.25,LONG,-0.023331556,1.4660095814379328,0.3665023953594832
2025-07-31,MSFT,-0.0058226287364959,0.25,LONG,-0.017600765,1.4660095814379328,0.3665023953594832
2025-07-31,TSLA,-0.1002587750554084,-0.25,SHORT,-0.0182956,1.4660095814379328,-0.3665023953594832
2025-07-31,XOM,-0.1266017854213714,-0.25,SHORT,-0.017914616,1.4660095814379328,-0.3665023953594832
2025-08-01,NVDA,0.0108962953090667,0.25,LONG,0.03615019,1.4618297621664385,0.3654574405416096
2025-08-01,AAPL,-0.0001705735921859,0.25,LONG,0.0047930274,1.4618297621664385,0.3654574405416096
2025-08-01,TSLA,-0.0957178324460983,-0.25,SHORT,0.021907955,1.4618297621664385,-0.3654574405416096
2025-08-01,XOM,-0.1314449608325958,-0.25,SHORT,-0.020704111,1.4618297621664385,-0.3654574405416096
2025-08-04,NVDA,0.006973385810852,0.25,LONG,-0.009666778,1.4979362382563042,0.37448405956407604
2025-08-04,AAPL,0.0003173053264617,0.25,LONG,-0.0021145854,1.4979362382563042,0.37448405956407604
2025-08-04,TSLA,-0.096697486937046,-0.25,SHORT,-0.0017461312,1.4979362382563042,-0.37448405956407604
2025-08-04,XOM,-0.1326306462287902,-0.25,SHORT,-0.0012107848,1.4979362382563042,-0.37448405956407604
2025-08-05,NVDA,0.0077952742576599,0.25,LONG,0.0065073674,1.5,0.375
2025-08-05,AAPL,0.004910409450531,0.25,LONG,0.050906632,1.5,0.375
2025-08-05,TSLA,-0.0984584093093872,-0.25,SHORT,0.036246445,1.5,-0.375
2025-08-05,XOM,-0.1334449052810669,-0.25,SHORT,-0.0068071447,1.5,-0.375
2025-08-06,NVDA,0.005387544631958,0.25,LONG,0.007524231,1.5,0.375
2025-08-06,AAPL,0.0021920204162597,0.25,LONG,0.03179368,1.5,0.375
2025-08-06,TSLA,-0.1019082963466644,-0.25,SHORT,0.007377029,1.5,-0.375
2025-08-06,XOM,-0.1305009424686432,-0.25,SHORT,-0.0052577783,1.5,-0.375
2025-08-07,NVDA,0.0046535432338714,0.25,LONG,0.010676546,1.5,0.375
2025-08-07,AAPL,-0.0065608173608779,0.25,LONG,0.042357955,1.5,0.375
2025-08-07,TSLA,-0.1052909791469574,-0.25,SHORT,0.02290007,1.5,-0.375
2025-08-07,XOM,-0.1274686157703399,-0.25,SHORT,0.0080226585,1.5,-0.375
2025-08-08,NVDA,0.0018522143363952,0.25,LONG,-0.0035030579,1.5,0.375
2025-08-08,AAPL,-0.0163734555244445,0.25,LONG,-0.008337396,1.5,0.375
2025-08-08,META,-0.1074842512607574,-0.25,SHORT,-0.0044587944,1.5,-0.375
2025-08-08,XOM,-0.123634397983551,-0.25,SHORT,-0.009082425,1.5,-0.375
2025-08-11,NVDA,0.0017387866973876,0.25,LONG,0.006042028,1.5,0.375
2025-08-11,GOOGL,-0.0196646451950073,0.25,LONG,0.011641732,1.5,0.375
